,GEOID,D4A
5037,170978652002,83.15
5038,170978652003,305.78
5039,170311407024,213.24
5040,170311407023,398.31
5041,170310812023,195.8
5042,170317608034,533.77
5045,170318241192,1001.82
5048,170311408002,305.78
5049,170311408004,284.32
5050,170311408005,355.4
5051,170311502005,72.42
5052,170311502003,268.22
5053,170318292002,649.1
5054,170318292003,273.59
5055,170318292004,394.29
5057,170318293012,922.69
5058,170318293021,637.03
5059,170318293022,285.66
5060,170311503001,301.75
5061,170311503002,79.13
5062,170311503005,262.86
5063,170311504011,122.04
5064,170311505023,324.55
5065,170311506001,211.9
5066,170311506002,236.04
5067,170311506004,219.94
5068,170311507001,227.99
5069,170318294011,376.85
5072,170318295001,409.04
5073,170318295002,0.0
5078,170311505021,252.13
5079,170312207013,221.28
5080,170310107024,249.45
5081,170312502001,388.92
5082,170312522013,262.86
5083,170898510003,489.51
5084,170898502023,765.78
5085,170978652004,462.69
5086,170978653001,308.46
5087,170978653002,191.78
5088,170978654001,441.23
5089,170318206053,524.38
5090,170318128021,519.01
5091,170318025051,606.19
5093,170318241062,1097.04
5098,170318237034,574.0
5099,170313404001,186.42
5100,170310307062,154.23
5101,170310209012,523.04
5102,170314005001,346.01
5103,170314606001,295.05
5104,170314909023,470.73
5105,170315401021,414.41
5106,170315204003,236.04
5107,170316603023,277.61
5108,170317107002,244.08
5109,170310619014,281.64
5110,170310105013,0.0
5111,170310306013,134.11
5112,170310307021,77.78
5117,170310301011,335.28
5118,170317105004,128.75
5119,170317302022,679.95
5120,170317306003,289.68
5121,170318130004,362.1
5122,170311605021,269.57
5123,170314402014,158.25
5124,170310802023,154.23
5125,170316405001,201.17
5126,170316609001,460.0
5127,170318025061,370.15
5129,170318219005,512.31
5130,170318020021,454.64
5131,170318046031,1154.7
5132,170312209013,260.18
5133,170310632006,282.98
5134,170318046093,630.33
5135,170978615072,1198.96
5136,170978615102,552.54
5137,170978615103,1060.83
5138,170318371002,147.52
5139,170318331002,0.0
5140,170318415002,0.0
5142,170898504002,804.67
5143,170898508003,324.55
5144,170898514002,244.08
5145,170898514001,182.39
5148,170898519073,269.57
5149,170318258035,317.85
5151,170318043083,654.47
5155,170978611051,234.7
5156,170978611052,189.1
5158,170978612012,1185.55
5159,170978612021,819.42
5161,170314401013,461.35
5162,170314313011,317.85
5163,170317005015,248.11
5164,170310633013,195.8
5165,170314301022,114.0
5166,170314301023,316.5
5167,170314301021,128.75
5168,170314301013,358.08
5169,170314301014,0.0
5170,170316603022,194.46
5171,170311403023,321.87
5172,170311406023,335.28
5173,170310101002,382.22
5174,170310103002,168.98
5176,170318051074,906.6
5177,170318051075,557.91
5178,170317706013,439.89
5179,170318025044,612.89
5180,170318024043,949.51
5183,170318206062,1017.91
5185,170318206052,1129.22
5186,170311705004,264.2
5187,170311705003,257.5
5188,170311913011,225.31
5189,170311907012,202.51
5190,170311907011,202.51
5191,170312004012,501.58
5192,170312109001,262.86
5193,170316121001,211.9
5194,170312107003,409.04
5195,170316007002,132.77
5196,170316108001,683.97
5197,170315305032,493.53
5198,170316110001,308.46
5199,170316120002,244.08
5200,170316112002,427.82
5201,170316119001,274.93
5202,170316118001,332.6
5203,170978616071,638.37
5205,170978616072,708.11
5206,170978616081,1024.62
5207,170318047094,838.2
5208,170318245035,980.36
5240,170978616032,1093.01
5242,170438419023,600.82
5243,170438458074,1097.04
5244,170438426044,752.37
5247,170438424004,560.59
5249,170438447011,426.48
5250,170438427102,316.5
5251,170438447024,827.47
5258,170438464132,937.44
5259,170318243003,363.44
5260,170318133022,162.28
5262,170318241074,973.65
5264,170318365002,241.4
5265,170318364003,245.42
5266,170318355002,227.99
5267,170318357001,181.05
5268,170318356001,197.14
5270,170318356002,126.07
5271,170318359002,269.57
5272,170318359003,201.17
5273,170318359001,249.45
5291,170978619013,528.4
5292,170978619021,576.68
5293,170978616082,616.92
5294,170978619012,806.01
5306,170310104002,120.7
5307,170310103004,325.89
5308,170310201002,457.32
5309,170310102011,223.97
5310,170310103001,124.72
5312,170310104001,132.77
5313,170310105032,337.96
5314,170310107021,195.8
5315,170310205001,248.11
5316,170313011002,139.48
5319,170316503022,509.63
5321,170318070001,154.23
5322,170318241141,800.65
5323,170310313005,146.18
5324,170313907003,174.35
5325,170318024031,468.05
5326,170318043101,1082.28
5328,170318026091,606.19
5329,170318206051,390.27
5330,170318236031,252.13
5331,170318236032,253.47
5334,170312204002,343.33
5335,170312405001,295.05
5336,170312406001,232.01
5337,170312407001,264.2
5338,170312305002,293.71
5339,170312315006,352.71
5340,170312315005,333.94
5341,170312409001,164.96
5342,170310102013,146.18
5343,170316705001,313.82
5344,170316503021,264.2
5345,170316709002,364.78
5346,170316609003,384.9
5347,170316611005,316.5
5348,170316805002,333.94
5350,170316702001,261.52
5351,170316708002,219.94
5352,170316704001,307.12
5353,170316806002,222.63
5354,170316715003,375.51
5355,170316715002,0.0
5356,170978617021,0.0
5357,170978618031,341.99
5358,170978618032,399.65
5359,170978618033,181.05
5360,170978619011,641.06
5361,170316718001,376.85
5362,170316719001,341.99
5363,170316809002,249.45
5364,170316810004,316.5
5365,170318051092,936.1
5366,170318053012,379.54
5367,170318051122,579.36
5368,170318053023,443.91
5369,170318062023,142.16
5371,170438412102,494.87
5373,170438419021,529.74
5379,170438419022,622.28
5380,170438464041,376.85
5382,170438464131,76.44
5384,170438465192,580.7
5395,170438456012,486.83
5396,170438408013,245.42
5404,170438421004,818.08
5406,170438427103,890.5
5407,170438444011,973.65
5409,170978615041,850.27
5410,170978613031,591.43
5411,170978613032,478.78
5412,170978613041,380.88
5416,170978614031,1207.0
5417,170978614032,917.33
5418,170978614041,1197.62
5420,170978615042,1076.92
5421,170978617012,563.27
5423,170978629011,274.93
5425,170978629012,250.79
5426,170978615101,799.31
5427,170978620001,289.68
5428,170978639031,565.95
5430,170978657001,1042.05
5431,170978609031,666.54
5433,170978603013,689.34
5436,170438440021,427.82
5438,170438465093,447.93
5439,170438443043,694.7
5440,170438443072,531.08
5444,170438463082,497.56
5445,170438422003,358.08
5446,170438465191,610.21
5448,170438429001,596.8
5449,170438443041,681.29
5450,170438437002,0.0
5451,170438442012,547.18
5461,171118703013,655.81
5471,171118703023,252.13
5477,170898519102,745.66
5478,170898502011,649.1
5479,170898502022,186.42
5480,170898519072,1186.89
5481,170898513011,355.4
5482,170898511014,205.19
5483,170898511011,262.86
5491,170898527004,641.06
5492,170318268004,687.99
5501,170898548003,878.43
5502,170898528084,575.34
5505,170898530071,528.4
5507,170898530072,789.92
5508,170898543011,226.65
5511,170898519103,42.92
5513,171118712072,807.35
5521,171118703022,378.2
5522,170318001001,567.29
5523,170318022002,131.43
5524,170318180003,367.47
5525,170318190001,379.54
5526,170898528082,1126.54
5528,170898529061,502.92
5530,170898530061,564.61
5532,170898530062,59.01
5533,170318174003,241.4
5534,170318208003,97.9
5535,170318215001,325.89
5536,170318227011,256.15
5537,170318253033,308.46
5538,170318262013,828.81
5540,170318282013,694.7
5541,170318285055,413.06
5542,170898544005,540.47
5544,170898543012,1117.15
5545,170898501031,675.92
5546,170898519081,1115.81
5547,170312420002,206.53
5548,170312422002,218.6
5549,170312424001,225.31
5551,170898528061,531.08
5553,170310202002,414.41
5554,170312425001,284.32
5555,170312425002,238.72
5556,170312426001,194.46
5557,170318022003,257.5
5558,170318023001,95.22
5560,170318024021,384.9
5561,170316809004,598.14
5562,170310206022,173.0
5563,170312426003,343.33
5564,170312430001,337.96
5565,170312431001,155.57
5566,170312434001,199.83
5567,170312434003,260.18
5568,170310203022,108.63
5569,170310203021,189.1
5570,170316407001,226.65
5571,170310206023,274.93
5572,170310206012,266.88
5573,170310207023,240.06
5574,170312503002,217.26
5575,170312503004,354.06
5576,170312504001,203.85
5577,170316406003,260.18
5578,170316407002,252.13
5579,170316407003,266.88
5580,170316811001,233.35
5581,170316407004,215.92
5582,170316408001,206.53
5583,170316408002,403.68
5584,170316501001,238.72
5585,170316810002,206.53
5586,170316810003,358.08
5587,170316810001,112.65
5588,170316811002,175.69
5589,170316812004,206.53
5590,170316811004,270.91
5591,170316811005,154.23
5592,170316812002,323.21
5593,170316812001,175.69
5594,170313007002,114.0
5595,170318392001,292.36
5596,170310814023,245.42
5597,170312207021,308.46
5598,170310101001,443.91
5599,170310306042,332.6
5600,170315401011,520.35
5601,170316504003,256.15
5602,170317203004,506.94
5603,170317203002,297.73
5604,170317204001,307.12
5605,170317204002,476.1
5606,170312831001,307.12
5607,170318002001,865.02
5608,170318002002,445.25
5609,170318002003,531.08
5610,170318002004,681.29
5611,170318002005,1039.37
5612,170310207021,256.15
5613,170310208021,223.97
5614,170310208013,183.73
5615,170310208012,210.56
5616,170310209013,262.86
5617,170310209011,284.32
5618,170310302003,268.22
5619,170310303001,320.53
5620,170310303002,234.7
5621,170316501003,227.99
5622,170316502001,270.91
5623,170316502004,303.09
5624,170316502005,269.57
5625,170316503012,725.55
5626,170316503011,219.94
5627,170316504001,591.43
5628,170316504002,210.56
5629,170316504004,0.0
5635,170978619023,435.86
5636,170978619024,449.28
5637,170978611083,915.98
5638,170978612013,765.78
5639,170316813003,207.87
5643,170316814001,223.97
5644,170316903001,217.26
5645,170316814004,352.71
5646,170316814002,136.79
5647,170318425001,753.71
5649,170978630042,0.0
5652,170978630041,445.25
5654,170316505002,572.66
5655,170317205001,257.5
5656,170317206001,261.52
5657,170317206002,387.58
5658,170317207003,687.99
5659,170317207001,405.02
5660,170317301001,422.45
5661,170317301002,280.29
5662,170317301003,258.84
5663,170318002006,1157.39
5664,170318003001,337.96
5665,170318003002,470.73
5667,170318004001,376.85
5668,170310305002,32.19
5669,170310308002,398.31
5670,170310309003,252.13
5671,170310310001,248.11
5672,170310310002,245.42
5673,170310310003,437.21
5674,170310311002,528.4
5675,170310312002,183.73
5676,170316504005,261.52
5677,170316505001,257.5
5678,170316603021,168.98
5679,170316505003,595.46
5680,170318350002,211.9
5681,170318350004,277.61
5682,170318350005,273.59
5683,170318350003,140.82
5684,170317304001,323.21
5685,170316904002,223.97
5686,170316904003,258.84
5687,170316904004,250.79
5688,170317302021,859.66
5689,170317302023,276.27
5690,170317302013,541.81
5691,170317302011,287.0
5692,170317302014,272.25
5693,170317303001,160.93
5694,170318005003,1052.78
5695,170318004002,301.75
5696,170318004003,575.34
5697,170318005001,284.32
5698,170318005002,800.65
5699,170310319002,155.57
5700,170318013003,480.12
5701,170318013004,130.09
5702,170318307003,189.1
5703,170318307004,56.33
5704,170310317001,272.25
5705,170310317002,162.28
5706,170310319001,360.76
5707,170316606001,273.59
5708,170318307001,233.35
5709,170310321001,144.84
5710,170316604001,218.6
5711,170316604004,205.19
5712,170316605002,206.53
5713,170316605003,599.48
5714,170316605004,378.2
5715,170316606002,268.22
5716,170316606003,56.33
5717,170316607002,250.79
5718,170316606004,273.59
5719,170316606005,217.26
5720,170316607001,236.04
5721,170316608001,178.37
5722,170316608002,333.94
5723,170316911002,254.81
5724,170316909004,237.38
5725,170316909005,144.84
5726,170316910001,229.33
5727,170316910003,300.41
5728,170316911001,122.04
5729,170316911003,179.71
5730,170317305003,366.13
5731,170317304002,362.1
5732,170317305001,379.54
5733,170317305002,445.25
5734,170316610001,307.12
5735,170317306001,185.07
5736,170317307001,232.01
5737,170318014001,624.96
5738,170318014002,0.0
5739,170318015003,0.0
5741,170318016031,647.76
5742,170310401002,128.75
5743,170310401003,325.89
5744,170310402013,219.94
5745,170310404011,229.33
5746,170318308001,187.76
5747,170310406003,217.26
5748,170310407001,122.04
5749,170310407004,249.45
5750,170310408002,215.92
5751,170316608003,48.28
5752,170316608005,215.92
5753,170316609002,236.04
5754,170316611002,480.12
5755,170316610002,206.53
5756,170316610003,232.01
5757,170316610004,301.75
5758,170316610005,449.28
5759,170316611001,201.17
5760,170316914002,190.44
5761,170316912003,241.4
5762,170316912001,229.33
5763,170316914001,206.53
5764,170316914004,274.93
5765,170317402002,423.79
5766,170316914005,127.41
5767,170316915003,195.8
5768,170316915001,273.59
5769,170317401001,222.63
5770,170317401002,193.12
5771,170317401004,88.51
5772,170317402001,300.41
5773,170317002004,244.08
5774,170318016032,405.02
5779,170310409001,410.38
5780,170318308002,273.59
5781,170318308003,164.96
5782,170310501001,305.78
5783,170310503001,308.46
5784,170310503002,236.04
5785,170310503003,392.95
5786,170318437001,346.01
5787,170310505005,285.66
5788,170310508001,207.87
5789,170316611003,198.49
5790,170316611004,214.58
5791,170316701001,136.79
5792,170316701002,395.63
5793,170316703001,177.03
5794,170316703002,278.95
5795,170317001001,501.58
5796,170317002001,332.6
5797,170317002002,242.74
5798,170310628002,168.98
5799,170317003011,443.91
5800,170317403003,276.27
5801,170317403004,651.78
5802,170317403005,505.6
5803,170317404003,742.98
5804,170317501001,237.38
5805,170317501002,608.87
5806,170317501004,395.63
5812,170310510001,221.28
5813,170310512001,301.75
5814,170310513001,230.67
5815,170310513002,218.6
5816,170310514001,186.42
5817,170310605001,142.16
5818,170318321002,138.14
5819,170310610001,246.77
5820,170310612001,221.28
5821,170316707001,266.88
5822,170316709001,206.53
5823,170316712001,221.28
5824,170316712002,406.36
5825,170316713002,375.51
5826,170316713003,171.66
5827,170317003021,264.2
5828,170317502001,293.71
5829,170317502002,485.49
5830,170317502003,496.21
5831,170317502004,376.85
5832,170317503001,331.26
5833,170317503002,233.35
5834,170317503003,435.86
5835,170317504001,455.98
5836,170317504002,203.85
5840,170318017011,1076.92
5841,170310615001,223.97
5842,170310618001,100.58
5843,170310622001,352.71
5844,170310622002,445.25
5845,170310623001,341.99
5846,170310624001,244.08
5847,170310628001,364.78
5848,170310628003,371.49
5849,170316716001,438.55
5850,170310629003,504.26
5851,170310630001,213.24
5852,170316714001,264.2
5853,170316714002,358.08
5854,170316715001,289.68
5855,170318346001,400.99
5856,170316716003,205.19
5857,170318349001,206.53
5858,170317004022,303.09
5859,170317004021,523.04
5860,170317004012,352.71
5861,170317005012,366.13
5862,170317005011,519.01
5863,170317005013,525.72
5864,170317504003,1013.89
5865,170317505001,481.46
5866,170317505002,470.73
5867,170317506001,482.8
5868,170317506002,236.04
5871,170318017022,677.27
5872,170318017023,226.65
5873,170318018003,414.41
5874,170318047013,1060.83
5875,170310702001,278.95
5876,170310705003,343.33
5877,170310706002,316.5
5878,170310711001,233.35
5879,170316720001,295.05
5880,170316720002,409.04
5881,170316720004,280.29
5882,170318346002,305.78
5883,170317102005,317.85
5884,170317005014,476.1
5885,170317102003,380.88
5886,170317102004,181.05
5887,170312504003,159.59
5888,170317104001,262.86
5889,170317104002,268.22
5890,170317104006,175.69
5891,170317506003,236.04
5895,170318019012,413.06
5896,170318019013,936.1
5899,170318019023,466.71
5900,170310716001,197.14
5901,170318326001,339.3
5902,170318347001,144.84
5903,170318347002,366.13
5904,170316805001,154.23
5905,170316809003,446.59
5906,170317105001,187.76
5907,170317106001,362.1
5908,170317107001,89.86
5909,170317107004,421.11
5910,170317108001,0.0
5911,170317108003,340.64
5912,170317108004,97.9
5913,170317108006,245.42
5914,170317109001,273.59
5919,170318020022,582.05
5920,170311503006,159.59
5921,170311508002,274.93
5922,170317110003,222.63
5923,170317110001,213.24
5924,170317111001,423.79
5925,170317111002,288.34
5926,170317111003,300.41
5927,170317112001,261.52
5928,170317112002,270.91
5930,170317704003,620.94
5931,170317706012,677.27
5932,170317706023,493.53
5933,170318021001,493.53
5934,170318021002,297.73
5935,170318021003,374.17
5936,170312432001,232.01
5937,170314605002,615.57
5938,170318388001,168.98
5939,170318428001,289.68
5940,170316502006,276.27
5941,170316707002,213.24
5943,170438427062,966.95
5945,170438452001,925.37
5948,170438420001,1054.12
5949,170978638011,1126.54
5952,170978639021,945.49
5955,170438401041,819.42
5957,170438412052,793.94
5958,170438461053,454.64
5959,170438449011,531.08
5960,170978645211,71.08
5963,170978646011,1063.51
5964,170978646012,1093.01
5966,170318107011,635.69
5967,170317403001,466.71
5969,170318239041,603.5
5970,170318051082,348.69
5971,170318051083,321.87
5972,170318051084,645.08
5974,170318051091,977.68
5976,170318069001,93.88
5977,170318069002,523.04
5978,170318069003,160.93
5979,170318070002,287.0
5980,170318070003,624.96
5981,170318071003,737.62
5982,170318105023,500.24
5983,170318105025,379.54
5984,170318106001,729.57
5985,170318106002,484.14
5986,170318106003,308.46
5987,170318147002,276.27
5988,170318107012,501.58
5989,170318107013,481.46
5990,170318107014,418.43
5991,170318146003,218.6
5992,170318146004,233.35
5993,170318146005,315.16
5994,170318147001,0.0
5995,170318147003,446.59
5996,170318148002,321.87
5997,170318147004,230.67
5998,170318147005,143.5
5999,170318148001,348.69
6000,170318148003,300.41
6001,170318182002,233.35
6002,170318180001,159.59
6003,170318180002,305.78
6004,170318181001,529.74
6005,170318181002,460.0
6006,170318182001,427.82
6007,170318072003,458.66
6008,170318190002,478.78
6010,170318026053,952.2
6011,170318026054,973.65
6012,170318044032,71.08
6016,170318051111,523.04
6017,170318051112,425.14
6018,170318051113,536.45
6019,170318051114,182.39
6020,170318051115,358.08
6021,170318073004,604.85
6022,170318072004,256.15
6023,170318072001,808.7
6024,170318073001,116.68
6025,170318073002,245.42
6026,170318073003,142.16
6027,170318107021,218.6
6028,170318110003,710.79
6029,170318110004,315.16
6030,170318110005,524.38
6031,170318111002,276.27
6032,170318111003,773.83
6033,170318148005,311.14
6034,170318149001,303.09
6035,170318149002,388.92
6046,170310202004,307.12
6047,170311906013,105.95
6048,170312602001,346.01
6049,170314602002,403.68
6050,170316713001,300.41
6051,170316603024,380.88
6054,170312421003,202.51
6055,170312428001,328.57
6056,170312429002,92.54
6057,170312430002,336.62
6058,170312431002,128.75
6059,170312804001,417.09
6060,170312432002,143.5
6061,170312433002,339.3
6062,170318436001,240.06
6063,170314603024,654.47
6064,170318388002,320.53
6065,170310701021,355.4
6066,170318347003,198.49
6067,170315611001,557.91
6068,170318207001,356.74
6070,170315611006,246.77
6071,170317203001,651.78
6072,170318211012,635.69
6073,170316608004,266.88
6074,170317102002,395.63
6075,170310602002,317.85
6076,170314102001,111.31
6078,170311201003,150.21
6080,170311404003,490.85
6081,170312312002,293.71
6082,170316112001,320.53
6083,170318080021,230.67
6084,170318135004,359.42
6085,170318052022,300.41
6086,170310629001,328.57
6087,170318015001,144.84
6088,170313017012,152.89
6089,170316914003,274.93
6090,170311703003,493.53
6091,170898544004,392.95
6092,170318264012,620.94
6093,170318234001,725.55
6094,170978645054,749.69
6099,170313818002,0.0
6101,170978637013,591.43
6104,170313815001,179.71
6105,170313817001,136.79
6106,170313818001,331.26
6107,170313819001,211.9
6108,170313819002,177.03
6109,170313904001,384.9
6110,170313901001,425.14
6111,170313902001,482.8
6112,170313903002,254.81
6113,170314605003,492.19
6114,170314605004,277.61
6115,170315501002,419.77
6116,170314605005,144.84
6117,170314605006,126.07
6118,170314605007,209.21
6119,170314607003,167.64
6120,170315501001,461.35
6121,170315501003,297.73
6122,170316201003,266.88
6123,170316201001,697.38
6124,170316120001,173.0
6125,170316201002,468.05
6126,170898508004,407.7
6127,170312402001,277.61
6128,170310511001,210.56
6129,170438417034,571.32
6130,170438417032,253.47
6131,170898504001,678.61
6133,170898505003,1181.53
6134,170898505004,571.32
6135,170898506003,1134.59
6142,170898508005,386.24
6143,170898514003,123.38
6144,170898508006,40.23
6145,170898508002,151.55
6146,170898503014,807.35
6147,170898510002,237.38
6148,170898511013,158.25
6149,170898546001,154.23
6150,170898513021,390.27
6152,170898513013,287.0
6153,170898513012,335.28
6154,170898513022,319.19
6155,170898514004,265.54
6156,170898514005,29.5
6157,170898514006,276.27
6158,170898516004,139.48
6159,170898513024,455.98
6161,170898515001,433.18
6162,170898516001,162.28
6163,170898516002,378.2
6164,170898516003,304.43
6165,170898549001,152.89
6166,170898518013,1207.0
6167,170898519042,194.46
6168,170898518014,455.98
6169,170898518011,482.8
6170,170898549004,134.11
6171,170978655011,210.56
6172,170898519082,246.77
6173,170898519092,622.28
6174,170898519041,85.83
6176,170314805001,489.51
6180,170978656004,855.63
6181,170978656001,773.83
6182,170978656003,1160.07
6185,170310307022,57.67
6186,170310608001,185.07
6187,170310609005,114.0
6188,170310631002,135.45
6189,170310633024,351.37
6190,170310630003,227.99
6191,170310701032,199.83
6194,171978832101,697.38
6196,170318321003,143.5
6197,170318321001,182.39
6200,170312909001,273.59
6201,170312909002,242.74
6202,170312909003,305.78
6203,170312909004,233.35
6204,170318387002,241.4
6205,170313102001,360.76
6206,170313102002,142.16
6207,170314005002,304.43
6208,170314804006,351.37
6209,170314804007,358.08
6296,180890105001,1145.32
6307,180890306004,824.79
6362,180890204004,1086.31
6410,181270504051,1146.66
6422,180910403001,701.41
6433,180910406001,1173.48
6442,180910408001,1087.65
6458,180890102051,674.58
6461,180890103041,1080.94
6505,180910408002,541.81
6512,180910409001,854.29
6516,180910430002,559.25
6612,180890206002,877.09
6624,180890207005,1137.27
6640,180890103044,659.83
6662,180890203001,843.56
6663,180890203002,583.39
6669,180890203003,989.75
6671,180890204002,512.31
6678,180890206001,1129.22
6694,180890128003,1193.6
6736,180910403002,768.46
6780,550590009005,1023.27
6783,550590009001,1084.97
6805,550590011001,769.8
6828,550590018001,1125.2
6834,550590009004,1017.91
6859,550590010002,1029.98
6868,550590010001,362.1
6891,550590003003,1084.97
